0,"British Muslim Charged With Inciting To Kill Jews A Muslim leader in the United Kingdom, Abu Hamza Al-Masri, was charged in a British court yesterday with a variety of crimes, including 10 counts of soliciting murder, specifically, of Jews and other non-Muslims, as well as racist incitement and terrorism "
0,Rumors of a Death Stories that Kim Jong Il's favorite companion has passed away leads to speculation on North Korea's line of succession
0,Lackluster Jobs Report Pushes Stocks Down NEW YORK - Investors pushed stocks lower Friday as a surprisingly lackluster job creation report deepened Wall Street's pessimism over the health of the economy. Blue chips had modest losses despite solid earnings report from General Electric Co...
0,"Democrats Claim Bush's Bounce Will Fade (AP) AP - Democrats on Sunday said President Bush's post-convention bounce was triggered by ""four days of mean, vicious attacks"" on John Kerry, and would be short-lived."
0,"U.S. Commander Makes Afghan Visit (AP) AP - Gen. John Abizaid, the head of U.S. Central Command, made a surprise Thanksgiving Day visit to troops in Afghanistan and met Friday with the country's president."
0,"We won #39;t Give into Kidnappers #39; Demands, Vows Iraq Iraq today ruled out concessions to kidnappers threatening to murder British hostage Kenneth Bigley and two American colleagues within 24 hours."
0,"Sadr agrees to end Najaf crisis NAJAF, Iraq (Reuters) - A radical Iraqi cleric leading a Shi #39;ite uprising has agreed to disarm his militia and leave one of the country #39;s holiest Islamic shrines after warnings of an onslaught by government forces. "
0,Kazakhs vote in general election Kazakhstan chooses a new parliament - currently dominated by President Nazarbayev's supporters.
0,"Eight terror suspects appear in UK court Eight suspects, including a man identified in the United States as a senior al-Qaeda figure, appeared in court under heavy guard, as police investigated an alleged plot to commit murder and to cause mayhem with chemicals, radioactive materials, toxic ..."
0,"Deng #39;s name used to pressure Jiang THE 100th birth anniversary of China #39;s late paramount leader Deng Xiaoping, which falls today, has been used by influential party elders to put pressure on former president Jiang Zemin to fully relinquish authority to his successor Hu Jintao."
0,"Kabila makes symbolic visit to eastern DRC The Democratic Republic of Congo #39;s President Joseph Kabila visited the former rebel-held east on Saturday for the first time since taking power, a trip intended to show the country was reuniting after years of war."
0,"Abu Ghraib Report Faults Top Officials WASHINGTON - The Pentagon's most senior civilian and military officials share a portion of blame for creating conditions that led to the Abu Ghraib prisoner abuse scandal in Iraq, according to a new report.    The report, by a commission appointed by Defense Secretary Donald H..."
0,"Police break up rally protesting Belarus referendum Police in Minsk broke up a 1,000-strong crowd demonstrating against a referendum that approved allowing Belarussian President Alexander Lukashenko to stay in power for another term, a Reuters witness said."
0,Panama Pardons Four Anti-Castro Figures (AP) AP - Panama's president on Thursday pardoned four Cuban emigres accused of trying to assassinate Cuban President Fidel Castro despite Havana's threat to cut diplomatic ties over such a move.
0,"Democrats Claim Bush's Bounce Will Fade WASHINGTON - Democrats on Sunday said President Bush's post-convention bounce was triggered by ""four days of mean, vicious attacks"" on John Kerry, and would be short-lived.    They vowed a nonstop, two-month offensive to make up for any lost ground as Kerry made personnel changes at the top of his campaign for the final sprint to Election Day..."
0,"Security questions over Sinai attacks Egypt #39;s south-east Sinai peninsula is a sea-and-desert playground drawing hundreds of thousands of tourists every year. The most numerous foreigners are Israelis, and they flock to the Sinai in larger numbers than to any other destination."
